,Freebase_charactermap,Trope,CharacterName,ActorName,ActorAge,ActorDOB,ActorEthnicity Label,ActorGender,ActorHeight,Freebase_actorID,MovieName,Genres,Decade,ReleaseDate,BoxOffice,Freebase_movieID,Wiki_movieID,StrActorEthnicity
469,/m/0jxwq8,crazy_fighter,John Preston,Christian Bale,28.0,1974.0,/m/02w7gg,M,1.83,/m/01wy5m,Equilibrium,"['Thriller', 'Science Fiction', 'Future noir', 'Drama', 'Action', 'Dystopia']",2000.0,2002.0,5359645.0,/m/01j2ff,234537,english
271,/m/0k75r_,charismatic_charmer,John Robie,Cary Grant,51.0,1904.0,,M,1.87,/m/09qh1,To Catch a Thief,"['Thriller', 'Crime Fiction', 'Mystery', 'Suspense', 'Crime Thriller', 'Romance Film']",1950.0,1955.0,4500000.0,/m/01jntj,239009,
19,/m/0j_6gm,charismatic_charmer,John Tucker,Jesse Metcalfe,28.0,1978.0,/m/06v41q,M,1.772,/m/058ncz,John Tucker Must Die,"['Romantic comedy', 'Romance Film', 'Comedy', 'Teen']",2000.0,2006.0,68824526.0,/m/0d2fvy,5095233,french
82,/m/0k5ptk,charismatic_charmer,"John Wilmot, 2nd Earl of Rochester",Johnny Depp,41.0,1963.0,/m/01qhm_,M,1.78,/m/0jfx1,The Libertine,"['Romantic drama', 'Romance Film', 'Biography', 'Drama', 'Period piece']",2000.0,2004.0,10852064.0,/m/06r1z1,2157292,german
71,/m/0k5ptk,charismatic_charmer,"John Wilmot, 2nd Earl of Rochester",Johnny Depp,41.0,1963.0,/m/01qhm_,M,1.78,/m/0jfx1,The Libertine,"['Romantic drama', 'Romance Film', 'Biography', 'Drama', 'Period piece']",2000.0,2004.0,10852064.0,/m/06r1z1,2157292,german
223,/m/0k818w,evil_character,John Wilson,Clint Eastwood,60.0,1930.0,/m/09vc4s,M,1.88,/m/0bwh6,"White Hunter, Black Heart","['Action', 'Drama', 'Film à clef', 'Adventure']",1990.0,1990.0,2000000.0,/m/04dx95,1179306,english
429,/m/0k3w4y,laidback_freebird,John Winger,Bill Murray,31.0,1950.0,/m/033tf_,M,1.88,/m/0p_pd,Stripes,"['Parody', 'Action/Adventure', 'Action', 'Buddy film', 'Comedy']",1980.0,1981.0,85297000.0,/m/02q2jw,560511,irish
143,/m/0jysmq,crazy_jealous_guy,Johnny Farrell,Glenn Ford,30.0,1916.0,/m/07bch9,M,1.803,/m/02_01w,Gilda,"['Thriller', 'Black-and-white', 'Drama', 'Romantic drama', 'Romance Film', 'Film noir']",1940.0,1946.0,,/m/05md6s,1673949,scottish
15,/m/0k5jyf,jock,Johnny Lawrence,William Zabka,19.0,1965.0,/m/0h2138,M,1.73,/m/038nt1,The Karate Kid,"['Action/Adventure', 'Japanese Movies', 'Adventure', 'Family Drama', 'Sports', 'Martial Arts Film', 'Coming of age', 'Drama', 'Family Film', 'Action', 'Romance Film', 'Teen']",1980.0,1984.0,90815558.0,/m/0mmbb,91133,czech
320,/m/0k5jyf,jock,Johnny Lawrence,William Zabka,19.0,1965.0,/m/0h2138,M,1.73,/m/038nt1,The Karate Kid,"['Action/Adventure', 'Japanese Movies', 'Adventure', 'Family Drama', 'Sports', 'Martial Arts Film', 'Coming of age', 'Drama', 'Family Film', 'Action', 'Romance Film', 'Teen']",1980.0,1984.0,90815558.0,/m/0mmbb,91133,czech
80,/m/0cf_wtd,charismatic_charmer,Johnny Wickham,Daniel Gillies,28.0,1976.0,,M,1.85,/m/06g0q4,Bride and Prejudice,"['Romantic comedy', 'Comedy of manners', 'Musical', 'Drama', 'Comedy', 'Film adaptation', 'Romance Film']",2000.0,2004.0,24716440.0,/m/049hk9,1137578,
299,/m/0k61jr,emotional_damage,Josey Wales,Clint Eastwood,46.0,1930.0,/m/09vc4s,M,1.88,/m/0bwh6,The Outlaw Josey Wales,"['Action/Adventure', 'Revisionist Western', 'Western', 'War film']",1970.0,1976.0,31800000.0,/m/0j_xl,75270,english
32,/m/0k61jr,crazy_fighter,Josey Wales,Clint Eastwood,46.0,1930.0,/m/09vc4s,M,1.88,/m/0bwh6,The Outlaw Josey Wales,"['Action/Adventure', 'Revisionist Western', 'Western', 'War film']",1970.0,1976.0,31800000.0,/m/0j_xl,75270,english
120,/m/0k81j_,mean_officer,Judge Doom,Christopher Lloyd,50.0,1938.0,,M,1.85,/m/01l_yg,Who Framed Roger Rabbit,"['Parody', 'Crime Fiction', 'Fantasy Comedy', 'Buddy film', 'Animation', 'Action/Adventure', 'Mystery', 'Fantasy', 'Comedy', 'Black comedy', 'Family Film', 'Action']",1980.0,1988.0,329803958.0,/m/0k2sk,76018,
288,/m/04w0v_v,mean_officer,Judge Elihu Smails,Ted Knight,57.0,1923.0,,M,1.75,/m/033jg6,Caddyshack,"['Sports', 'Gross-out film', 'Cult', 'Satire', 'Comedy', 'Gross out', 'Slapstick']",1980.0,1980.0,39846344.0,/m/01fxw4,217982,
415,/m/0k3jn6,sidekick,Julian Mercer,Keanu Reeves,39.0,1964.0,/m/03bkbh,M,1.86,/m/0479b,Something's Gotta Give,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",2000.0,2003.0,266728738.0,/m/025hhq,414180,irish
316,/m/0k5wt7,skilled_badass,Julian Noble,Pierce Brosnan,52.0,1953.0,/m/03bkbh,M,1.88,/m/018p4y,The Matador,"['Buddy film', 'Indie', 'Action/Adventure', 'Drama', 'Comedy', 'Black comedy', 'Crime Thriller', 'Action']",2000.0,2005.0,17297244.0,/m/099_dw,3409175,irish
483,/m/03jprhz,shallow_and_popular,Julie Richman,Deborah Foreman,21.0,1962.0,,F,1.65,/m/0341ht,Valley Girl,"['Romantic comedy', 'Comedy of manners', 'Coming of age', 'Comedy', 'Romance Film', 'Teen']",1980.0,1983.0,17343596.0,/m/079xtj,2406870,
369,/m/0gkj0cn,emotional_damage,Justine,Kirsten Dunst,29.0,1982.0,/m/01qhm_,F,1.7,/m/04fzk,Melancholia,"['Science Fiction', 'Drama']",2010.0,2011.0,16668747.0,/m/0fpkhkz,26971354,german
481,/m/045xr4n,shallow_and_popular,Karen,Busy Philipps,25.0,1979.0,,F,1.67,/m/05bmn7,White Chicks,"['LGBT', 'Buddy film', 'Action/Adventure', 'Comedy', 'Comedy of Errors', 'Action', 'Slapstick']",2000.0,2004.0,113086475.0,/m/03k9bl,871056,
214,/m/0k3dtt,jock,Karl Childers,Billy Bob Thornton,41.0,1955.0,,M,1.83,/m/01fh9,Sling Blade,"['Melodrama', 'Drama', 'Indie']",1990.0,1996.0,34175000.0,/m/0170qy,171522,
487,/m/0k5n1r,skilled_badass,Katsumoto,Ken Watanabe,44.0,1959.0,/m/019kn7,M,1.85,/m/01_s7f,The Last Samurai,"['Costume drama', 'Action/Adventure', 'Period piece', 'Drama', 'War film', 'Action', 'Historical drama']",2000.0,2003.0,456758981.0,/m/01h7bb,228274,japanese
375,/m/0k7cbl,tech_genius,Kevin Flynn,Jeff Bridges,33.0,1949.0,,M,1.85,/m/0flw6,Tron,"['Cyberpunk', 'Thriller', 'Science Fiction', 'Adventure', 'Computer Animation', 'Family Film', 'Action']",1980.0,1982.0,74000000.0,/m/01tdmp,312757,
407,/m/02h8fyx,evil_character,Khan Noonien Singh,Ricardo Montalbán,62.0,1920.0,/m/09k5jvk,M,1.83,/m/0k014,Star Trek II: The Wrath of Khan,"['Thriller', 'Science Fiction', 'Family Film', 'Action', 'Adventure']",1980.0,1982.0,97000000.0,/m/06r2_,27098,mexicans
121,/m/0jwz5q,mean_officer,Kingpin,Michael Clarke Duncan,46.0,1957.0,/m/0x67,M,1.96,/m/02lkcc,Daredevil,"['Thriller', 'Crime Fiction', 'Action', 'Fantasy', 'Superhero movie']",2000.0,2003.0,179179718.0,/m/048vhl,1129847,african
209,/m/0jx9zj,dumb_and_clumsy,Kitty Packard,Jean Harlow,22.0,1911.0,,F,1.55,/m/01qzdl,Dinner at Eight,"['Drama', 'Comedy']",1930.0,1933.0,,/m/096mjj,3339200,
439,/m/0jz5zx,laidback_freebird,Kumar Patel,Kal Penn,27.0,1977.0,/m/0g0x7_,M,1.78,/m/03l3ln,Harold & Kumar Go to White Castle,"['Buddy film', 'Adventure', 'Cult', 'Comedy', 'Stoner film', 'Slapstick']",2000.0,2004.0,23936908.0,/m/03kk01,873469,gujarati
427,/m/02vdfc2,laidback_freebird,Kumar Patel,Kal Penn,31.0,1977.0,/m/0g0x7_,M,1.78,/m/03l3ln,Harold & Kumar Escape from Guantanamo Bay,"['Buddy film', 'Adventure', 'Cult', 'Comedy', 'Stoner film', 'Slapstick']",2000.0,2008.0,43493123.0,/m/09b4sb,3412648,gujarati
426,/m/0jz5zx,laidback_freebird,Kumar Patel,Kal Penn,27.0,1977.0,/m/0g0x7_,M,1.78,/m/03l3ln,Harold & Kumar Go to White Castle,"['Buddy film', 'Adventure', 'Cult', 'Comedy', 'Stoner film', 'Slapstick']",2000.0,2004.0,23936908.0,/m/03kk01,873469,gujarati
10,/m/02214xq,jock,Kurgan,Clancy Brown,27.0,1959.0,,M,1.918,/m/03wy70,Highlander,"['Cult', 'Action/Adventure', 'Science Fiction', 'Fantasy', 'Superhero movie']",1980.0,1986.0,12885193.0,/m/0c2jgd,4440277,
324,/m/0h5slxp,jock,Kurt Kelly,Lance Fenton,22.0,1966.0,,M,,/m/0c1632,Heathers,"['Black comedy', 'Comedy', 'Teen']",1980.0,1988.0,1108462.0,/m/03m3j,13901,
462,/m/02vd4sl,laidback_freebird,Lance B. Johnson,Sam Bottoms,24.0,1955.0,,M,1.8,/m/08679c,Apocalypse Now,"['Anti-war', 'Adventure', 'Existentialism', 'Jungle Film', 'Drama', 'War film', 'Anti-war film', 'New Hollywood']",1970.0,1979.0,78784010.0,/m/0jzw,18951054,
261,/m/0jz2x0,shallow_and_popular,Laurie Strode,Jamie Lee Curtis,20.0,1958.0,/m/048z7l,F,1.75,/m/0hwqz,Halloween,"['Thriller', 'Horror', 'Indie', 'Cult', 'Slasher', 'Teen']",1970.0,1978.0,70000000.0,/m/0m3gy,20179415,american jews
211,/m/01z0cck,jock,Lennie Pike,Jonathan Winters,38.0,1925.0,,M,1.77,/m/01gn36,"It's a Mad, Mad, Mad, Mad World","['Crime Fiction', 'Ensemble Film', 'Adventure', 'Chase Movie', 'Comedy', 'Family Film', 'Action']",1960.0,1963.0,46332858.0,/m/0k5fg,18952889,
64,/m/0k3tt_,charismatic_charmer,Lenny Nero,Ralph Fiennes,33.0,1962.0,,M,1.83,/m/0170qf,Strange Days,"['Crime Fiction', 'Thriller', 'Science Fiction', 'Future noir', 'Gangster Film', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Action', 'Dystopia']",1990.0,1995.0,7959291.0,/m/04tzz5,1339563,
409,/m/0k0l33,evil_character,Leonard,Guy Pearce,33.0,1967.0,/m/03cbkrf,M,1.8,/m/0184jc,Memento,"['Thriller', 'Crime Fiction', 'Indie', 'Existentialism', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",2000.0,2000.0,39723096.0,/m/017z49,2750041,english australian
29,/m/02vbtgt,crazy_fighter,Leonard Smalls,"Randall ""Tex"" Cobb",37.0,1950.0,,M,1.91,/m/05mjwx,Raising Arizona,"['Crime Fiction', 'Crime Comedy', 'Adventure', 'Cult', 'Mystery', 'Comedy', 'Black comedy', 'Domestic Comedy']",1980.0,1987.0,22847564.0,/m/01pnf9,279813,
168,/m/02tb9_v,skilled_badass,Leopold,Hugh Jackman,33.0,1968.0,/m/0bbz66j,M,1.89,/m/03h_9lg,Kate & Leopold,"['Romantic comedy', 'Romance Film', 'Science Fiction', 'Fantasy', 'Comedy']",2000.0,2001.0,76019048.0,/m/02thgf,594240,australians
109,/m/0gyjwgg,mean_officer,Les Grossman,Tom Cruise,46.0,1962.0,/m/02ctzb,M,1.7,/m/07r1h,Tropic Thunder,"['Parody', 'Adventure', 'Action Comedy', 'Action/Adventure', 'Satire', 'Comedy', 'Action']",2000.0,2008.0,188072649.0,/m/02ryz24,11942501,white
269,/m/0k0kn_,tech_genius,Lewis,Tom Selleck,62.0,1945.0,/m/04q7gbh,M,1.93,/m/01pj3h,Meet the Robinsons,"['Science Fiction', 'Adventure', ""Children's/Family"", 'Computer Animation', 'Animation', 'Fantasy', 'Comedy', 'Time travel', 'Sci-Fi Adventure', 'Family Film', ""Children's Fantasy""]",2000.0,2007.0,169333034.0,/m/06fcqj,2017208,americans
202,/m/0k3b2r,dumb_and_clumsy,Lina Lamont,Jean Hagen,29.0,1923.0,,F,,/m/04ql20,Singin' in the Rain,"['Romance Film', 'Musical', 'Comedy', 'Musical comedy']",1950.0,1952.0,7200000.0,/m/063hp4,1883157,
376,/m/0k3b2r,shallow_and_popular,Lina Lamont,Jean Hagen,29.0,1923.0,,F,,/m/04ql20,Singin' in the Rain,"['Romance Film', 'Musical', 'Comedy', 'Musical comedy']",1950.0,1952.0,7200000.0,/m/063hp4,1883157,
264,/m/02vb6nv,tech_genius,Ling Ling Fat,Stephen Chow,34.0,1962.0,/m/03bx0k4,M,1.74,/m/02mz_6,Forbidden City Cop,"['World cinema', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Drama', 'Comedy', 'Action', 'Chinese Movies']",1990.0,1996.0,,/m/07t8pq,2634920,hongkongers
479,/m/0855mjk,evil_character,Loki,Tom Hiddleston,30.0,1981.0,,M,1.87,/m/03h4d3v,Thor,"['Fantasy Adventure', 'Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Mythological Fantasy', 'Drama', 'Action']",2010.0,2011.0,449300000.0,/m/062zjtt,12673434,
65,/m/0855mjk,charismatic_charmer,Loki,Tom Hiddleston,30.0,1981.0,,M,1.87,/m/03h4d3v,Thor,"['Fantasy Adventure', 'Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Mythological Fantasy', 'Drama', 'Action']",2010.0,2011.0,449300000.0,/m/062zjtt,12673434,
412,/m/04lsjwd,sidekick,Lon Hammond Jr.,James Marsden,31.0,1973.0,,M,1.79,/m/042ly5,The Notebook,"['Coming of age', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",2000.0,2004.0,115603229.0,/m/047tsx3,17917662,
234,/m/02vd4f4,evil_character,Lord Nelson Rathbone,Aidan Gillen,35.0,1968.0,/m/03bkbh,M,1.78,/m/059t6d,Shanghai Knights,"['Thriller', 'Buddy film', 'Adventure', 'Costume drama', 'Action Comedy', 'Action/Adventure', 'Western', 'Martial Arts Film', 'Comedy', 'Action', 'Chinese Movies']",2000.0,2003.0,88323487.0,/m/01bl7g,194249,irish
280,/m/0jv6mp,shallow_and_popular,Lotte Schwartz,Cameron Diaz,27.0,1972.0,/m/042gtr,F,1.75,/m/0bksh,Being John Malkovich,"['Workplace Comedy', 'Fantasy', 'Drama', 'Comedy', 'Black comedy', 'Fantasy Comedy']",1990.0,1999.0,32382381.0,/m/01z452,349941,spanish
463,/m/045xnnw,respected_leader,Lt. Andrew Bogomil,Ronny Cox,46.0,1938.0,,M,1.88,/m/032qgs,Beverly Hills Cop,"['Thriller', 'Crime Fiction', 'Buddy film', 'Action/Adventure', 'Drama', 'Comedy', 'Action']",1980.0,1984.0,316360478.0,/m/032cs4,680398,
247,/m/0jwsnp,respected_leader,Lt. Commander Ron Hunter,Denzel Washington,41.0,1954.0,/m/0x67,M,1.84,/m/0pmhf,Crimson Tide,"['Thriller', 'Action Thrillers', 'Action/Adventure', 'Drama', 'War film', 'Action']",1990.0,1995.0,157387195.0,/m/04sg0b,1317604,african
133,/m/0cc_884,loser,Lt. Roget / Singing man,Wayne Morris,43.0,1914.0,,M,,/m/088cqg,Paths of Glory,"['Anti-war', 'Existentialism', 'Black-and-white', 'Drama', 'War film', 'Anti-war film']",1950.0,1957.0,,/m/05sjq,23255,
265,/m/045yrqg,tech_genius,Lucius Fox,Morgan Freeman,71.0,1937.0,/m/0x67,M,1.88,/m/055c8,The Dark Knight,"['Crime Fiction', 'Thriller', 'Superhero movie', 'Crime Drama', 'Superhero', 'Action/Adventure', 'Drama', 'Action']",2000.0,2008.0,1004558444.0,/m/0btpm6,4276475,african
440,/m/040lm10,laidback_freebird,Luke Shapiro,Josh Peck,22.0,1986.0,/m/041rx,M,1.83,/m/034047,The Wackness,"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Romance Film', 'Stoner film']",2000.0,2008.0,,/m/03cp0zq,13947064,jewish
48,/m/04q4dng,emotional_damage,Mad Hatter,Johnny Depp,47.0,1963.0,/m/01qhm_,M,1.78,/m/0jfx1,Alice in Wonderland,"['Computer Animation', 'Family Film', 'Fantasy', 'Adventure']",2010.0,2010.0,1024299904.0,/m/04jpg2p,14482638,german
351,/m/0k8378,skilled_badass,Madmartigan,Val Kilmer,29.0,1959.0,/m/07bch9,M,1.83,/m/0d_84,Willow,"['Fantasy Adventure', 'Sword and sorcery films', 'Stop motion', 'Costume drama', 'Action/Adventure', 'Fantasy', 'Comedy', 'Drama', 'Sword and sorcery', 'Family Film', 'Action', 'Romance Film', 'Adventure']",1980.0,1988.0,57269863.0,/m/01hw5kk,198313,scottish
36,/m/0jzvtp,dumb_and_clumsy,Maggie Feller,Cameron Diaz,33.0,1972.0,/m/042gtr,F,1.75,/m/0bksh,In Her Shoes,"['Comedy of manners', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']",2000.0,2005.0,83073883.0,/m/06k8jd,2073069,spanish
199,/m/0b78ft6,mean_officer,Maj. John Reisman,Lee Marvin,61.0,1924.0,,M,1.88,/m/04n_g,The Dirty Dozen: The Next Mission,"['Action', 'War film']",1980.0,1985.0,,/m/076w_th,23913058,
389,/m/02nwzyz,crazy_fighter,Major Arnold Toht,Ronald Lacey,46.0,1935.0,,M,,/m/08j3wq,Indiana Jones and the Raiders of the Lost Ark,"['Adventure', 'Costume Adventure', 'Action/Adventure', 'Action', 'New Hollywood', 'Airplanes and airports']",1980.0,1981.0,389925971.0,/m/0f4yh,54166,
243,/m/0jskmk,respected_leader,Major Henry West,Christopher Eccleston,38.0,1964.0,/m/02w7gg,M,1.83,/m/02cbs0,28 Days Later,"['Thriller', 'Science Fiction', 'Horror', 'Doomsday film', 'Sci-Fi Horror', 'Plague', 'Zombie Film']",2000.0,2002.0,82719885.0,/m/012kyx,145892,english
33,/m/0jybsq,crazy_fighter,Man with No Name,Clint Eastwood,35.0,1930.0,/m/09vc4s,M,1.88,/m/0bwh6,For a Few Dollars More,"['Crime Fiction', 'Adventure', 'World cinema', 'Spaghetti Western', 'Action/Adventure', 'Western', 'Action']",1960.0,1965.0,,/m/028_x9,442300,english
39,/m/0k4k_5,dumb_and_clumsy,Marcia Brady,Christine Taylor,24.0,1971.0,,F,1.689,/m/0qdgc,The Brady Bunch Movie,"['Parody', 'Comedy', 'Domestic Comedy']",1990.0,1995.0,54076136.0,/m/06r5q1,2158983,
380,/m/0jt8y2,shallow_and_popular,Margo Channing,Bette Davis,42.0,1908.0,,F,1.6,/m/0h1m9,All About Eve,"['LGBT', 'Black comedy', 'Comedy-drama', 'Drama', 'Black-and-white']",1950.0,1950.0,2900000.0,/m/0bj25,41881,
335,/m/062xh9l,loser,Mark Bellison,Ricky Gervais,48.0,1961.0,/m/02w7gg,M,1.73,/m/015pxr,The Invention of Lying,"['Romantic comedy', 'Romance Film', 'Fantasy Comedy', 'Fantasy', 'Comedy']",2000.0,2009.0,32054454.0,/m/05zpghd,22726015,english
149,/m/0k3ddh,crazy_jealous_guy,Martin Burney,Patrick Bergin,40.0,1951.0,,M,1.905,/m/074njz,Sleeping with the Enemy,"['Thriller', 'Mystery', 'Drama', 'Psychological thriller', 'Suspense']",1990.0,1991.0,174999005.0,/m/03qfh7,924767,
74,/m/0jz0wk,charismatic_charmer,Martin Q. Blank,John Cusack,31.0,1966.0,/m/033tf_,M,1.87,/m/01gkmx,Grosse Pointe Blank,"['Romantic comedy', 'Crime Fiction', 'Comedy Thriller', 'Thriller', 'Comedy', 'Black comedy', 'Romance Film']",1990.0,1997.0,28084357.0,/m/058q46,1533664,irish
435,/m/083z84s,laidback_freebird,Marty Mikalski,Fran Kranz,30.0,1981.0,,M,1.78,/m/03qj9g1,The Cabin in the Woods,"['Thriller', 'Horror', 'Comedy']",2010.0,2011.0,65902967.0,/m/05b6rdt,12925911,
163,/m/0b7n5zy,crazy_fighter,Marvin Boggs,John Malkovich,57.0,1953.0,/m/0ffjqy,M,1.83,/m/017r13,Red,"['Crime Fiction', 'Action/Adventure', 'Action', 'Thriller', 'Comedy']",2010.0,2010.0,199006387.0,/m/09v6jyh,25854460,croatian
196,/m/0jylf1,mean_officer,Master Chief John James Urgayle,Viggo Mortensen,39.0,1958.0,/m/0dqqwy,M,1.803,/m/01ps2h8,G.I. Jane,"['Action', 'Drama']",1990.0,1997.0,97169156.0,/m/034f7w,706803,danish
492,/m/0jwt__,skilled_badass,Master Li Mu Bai,Chow Yun-Fat,45.0,1955.0,/m/03bx0k4,M,1.83,/m/0m9v7,"Crouching Tiger, Hidden Dragon","['Adventure', 'Period piece', 'Martial Arts Film', 'Fantasy', 'Drama', 'Romance Film', 'Action', 'Chinese Movies']",2000.0,2000.0,213525736.0,/m/01mgw,5313,hongkongers
44,/m/02tbdw7,dumb_and_clumsy,Matt Mateo,Ivan Sergei,27.0,1971.0,,M,1.88,/m/06khfv,The Opposite of Sex,"['Romantic comedy', 'LGBT', 'Indie', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Black comedy', 'Romance Film', 'Domestic Comedy']",1990.0,1998.0,,/m/04h41v,1204925,
473,/m/0jw22y,crazy_fighter,Max Cady,Robert De Niro,48.0,1943.0,/m/0xnvg,M,1.77,/m/06cgy,Cape Fear,"['Crime Fiction', 'Thriller', 'Remake', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Thriller']",1990.0,1991.0,182291969.0,/m/016y_f,171026,italian
281,/m/02vd92w,shallow_and_popular,Max Dennison,Omri Katz,17.0,1976.0,/m/04ydrsn,M,1.77,/m/05xhwm,Hocus Pocus,"['Horror', 'Family Film', 'Fantasy', 'Comedy']",1990.0,1993.0,39514713.0,/m/06977k,1962219,israeli
284,/m/02vcwz0,mean_officer,Max Goldman,Walter Matthau,73.0,1920.0,/m/041rx,M,1.892,/m/0gyy0,Grumpy Old Men,"['Romantic comedy', 'Buddy film', 'Drama', 'Comedy', 'Romance Film', 'Slapstick']",1990.0,1993.0,,/m/0676by,1934018,jewish
303,/m/0k09b2,emotional_damage,Max Rockatansky,Mel Gibson,23.0,1956.0,/m/03gskx0,M,1.77,/m/0c1pj,Mad Max,"['Thriller', 'Tragedy', 'Adventure', 'World cinema', 'Doomsday film', 'Chase Movie', 'Science Fiction', 'Cult', 'Apocalyptic and post-apocalyptic fiction', 'Biker Film', 'Action']",1970.0,1979.0,100000000.0,/m/01ly1t,255898,australian
126,/m/02xl2ny,mean_officer,Max Zorin,Christopher Walken,42.0,1943.0,/m/01qhm_,M,1.83,/m/016fjj,A View to a Kill,"['Thriller', 'Action Thrillers', 'Action/Adventure', 'Glamorized Spy Film', 'Action', 'Spy']",1980.0,1985.0,152400000.0,/m/02sg5v,583932,german
253,/m/0jytc_,respected_leader,Maximus Decimus Meridius,Russell Crowe,36.0,1964.0,/m/05748,M,1.8,/m/06dv3,Gladiator,"['Tragedy', 'Adventure', 'Costume drama', 'Epic', 'Drama', 'War film', 'Action', 'Movies About Gladiators', 'Historical drama']",2000.0,2000.0,457640427.0,/m/09q5w2,3616797,māori
124,/m/0jzmfp,mean_officer,Mayor Augustus Maywho,Jeffrey Tambor,56.0,1944.0,,M,1.85,/m/02r_d4,How the Grinch Stole Christmas!,"['Family Film', 'Fantasy', 'Comedy']",2000.0,2000.0,345141403.0,/m/0crrc8,4867859,
204,/m/0gc3g1p,dumb_and_clumsy,Mia,Desi Lydic,28.0,1981.0,,F,1.7,/m/0gb_fvy,Stan Helsing,"['Parody', 'Comedy horror', 'Creature Film', 'Slasher', 'Comedy']",2000.0,2009.0,11014125.0,/m/09gf6sk,24870348,
46,/m/0gc3g1p,dumb_and_clumsy,Mia,Desi Lydic,28.0,1981.0,,F,1.7,/m/0gb_fvy,Stan Helsing,"['Parody', 'Comedy horror', 'Creature Film', 'Slasher', 'Comedy']",2000.0,2009.0,11014125.0,/m/09gf6sk,24870348,
330,/m/02vbfh2,dumb_and_clumsy,Mia Thermopolis,Anne Hathaway,21.0,1982.0,/m/02ctzb,F,1.73,/m/02vntj,The Princess Diaries,"['Comedy of manners', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film', 'Family Film', 'Teen']",2000.0,2003.0,168335153.0,/m/02qk_8,564986,white
416,/m/0k2ct2,sidekick,Michael Grates,Ben Stiller,29.0,1965.0,/m/041rx,M,1.73,/m/0mdqp,Reality Bites,"['Romantic comedy', 'Ensemble Film', 'Indie', 'Coming of age', 'Comedy', 'Drama']",1990.0,1994.0,33351557.0,/m/01z7v5,350847,jewish
183,/m/0jwj2t,dumb_and_clumsy,Michael Newman,Adam Sandler,40.0,1966.0,/m/041rx,M,1.78,/m/0pz91,Click,"['Science Fiction', 'Comedy-drama', 'Drama', 'Comedy', 'Fantasy', 'Time travel', 'Romance Film']",2000.0,2006.0,237681299.0,/m/087pfc,2864621,jewish
205,/m/0k2p5j,dumb_and_clumsy,Michele Weinberger,Lisa Kudrow,34.0,1963.0,/m/041rx,F,1.73,/m/016tb7,Romy and Michele's High School Reunion,"['Screwball comedy', 'Buddy film', 'Comedy']",1990.0,1997.0,29235353.0,/m/01cms4,201553,jewish
421,/m/0k2p5j,laidback_freebird,Michele Weinberger,Lisa Kudrow,34.0,1963.0,/m/041rx,F,1.73,/m/016tb7,Romy and Michele's High School Reunion,"['Screwball comedy', 'Buddy film', 'Comedy']",1990.0,1997.0,29235353.0,/m/01cms4,201553,jewish
326,/m/03jsnmf,jock,Mike Dexter,Peter Facinelli,25.0,1973.0,/m/0xnvg,M,1.77,/m/07ncs0,Can't Hardly Wait,"['Romantic comedy', 'Ensemble Film', 'Drama', 'Comedy', 'Romance Film', 'Teen']",1990.0,1998.0,25605015.0,/m/02f25m,475977,italian
24,/m/03jsnmf,charismatic_charmer,Mike Dexter,Peter Facinelli,25.0,1973.0,/m/0xnvg,M,1.77,/m/07ncs0,Can't Hardly Wait,"['Romantic comedy', 'Ensemble Film', 'Drama', 'Comedy', 'Romance Film', 'Teen']",1990.0,1998.0,25605015.0,/m/02f25m,475977,italian
28,/m/0772tb3,crazy_fighter,Milo Boyd,Gerard Butler,41.0,1969.0,/m/02g7sp,M,1.88,/m/038rzr,The Bounty Hunter,"['Romantic comedy', 'Romance Film', 'Action', 'Comedy']",2010.0,2010.0,136333522.0,/m/06w9zfg,23535297,irish migration to great britain
302,/m/0k5ns0,emotional_damage,Mina Harker,Peta Wilson,33.0,1970.0,,F,1.75,/m/01xcc7,The League of Extraordinary Gentlemen,"['Thriller', 'Science Fiction', 'Fantasy Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Action', 'Steampunk']",2000.0,2003.0,179265204.0,/m/0bl3nn,4138142,
212,/m/04w0vjn,jock,Mongo,Alex Karras,39.0,1935.0,,M,1.88,/m/03l7gl,Blazing Saddles,"['Western', 'Satire', 'Comedy']",1970.0,1974.0,119500000.0,/m/018f8,3837,
499,/m/0k776f,sidekick,Morgan Earp,Bill Paxton,38.0,1955.0,,M,1.8,/m/01s7zw,Tombstone,"['Crime Fiction', 'Costume drama', 'Action/Adventure', 'Western', 'Drama', 'History', 'Romance Film', 'Action']",1990.0,1993.0,56505065.0,/m/02ljhg,525113,
